fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.1,0.56,0.28,0.9932517730102833,0.3133498192003587,2.833213344056216,4.04305126783455,0.9968,3.11,0.8241754429663494,2.33214389523559,5
7.4,0.59,0.08,1.6863989535702288,0.08250122151174369,1.9459101490553132,3.4011973816621555,0.9974,3.38,0.4054651081081644,2.302585092994046,4
7.9,0.32,0.51,1.0296194171811581,0.2934156042995415,2.8903717578961645,4.04305126783455,0.9969,3.04,0.7323678937132266,2.322387720290225,6
8.9,0.22,0.48,1.0296194171811581,0.07417939817425151,3.4011973816621555,4.110873864173311,0.9968,3.39,0.4252677354043441,2.341805806147327,6
7.6,0.39,0.31,1.1939224684724346,0.07881118042428978,3.1780538303479458,4.276666119016055,0.9982,3.52,0.5007752879124893,2.3702437414678603,5
7.9,0.43,0.21,0.9555114450274363,0.10074990310014306,2.3978952727983707,3.6375861597263857,0.9966,3.17,0.6471032420585384,2.3513752571634776,5
8.5,0.49,0.11,1.1939224684724346,0.08065790301745447,2.302585092994046,4.219507705176107,0.9968,3.17,0.4252677354043441,2.341805806147327,5
6.9,0.4,0.14,1.2237754316221157,0.08157998699242289,3.091042453358316,3.713572066704308,0.9968,3.43,0.48858001481867097,2.3702437414678603,6
6.3,0.39,0.16,0.8754687373538999,0.07696104113612832,2.4849066497880004,3.1780538303479458,0.9955,3.34,0.44468582126144574,2.33214389523559,5
7.6,0.41,0.24,1.0296194171811581,0.07696104113612832,1.6094379124341003,2.4849066497880004,0.9962,3.28,0.4637340162321401,2.3513752571634776,5
7.1,0.71,0.0,1.0647107369924282,0.07696104113612832,2.70805020110221,3.58351893845611,0.9972,3.47,0.4382549309311553,2.341805806147327,5
7.8,0.645,0.0,1.0986122886681098,0.07881118042428978,2.1972245773362196,2.833213344056216,0.9964,3.38,0.4637340162321401,2.379546134130174,6
6.7,0.675,0.07,1.2237754316221157,0.08525984395082342,2.8903717578961645,4.418840607796598,0.9958,3.35,0.43178241642553783,2.4069451083182885,5
6.9,0.685,0.0,1.252762968495368,0.09984533496971613,3.1354942159291497,3.6375861597263857,0.9966,3.46,0.4510756193602166,2.451005098112319,6
8.3,0.655,0.12,1.1939224684724346,0.07973496801885356,2.772588722239781,4.736198448394496,0.9966,3.17,0.5068176023684519,2.379546134130174,5
6.9,0.605,0.12,2.4595888418037104,0.07045846364856141,3.713572066704308,4.430816798843313,0.9993,3.45,0.41871033485818504,2.341805806147327,6
5.2,0.32,0.25,1.0296194171811581,0.09803374027136541,2.6390573296152584,3.9318256327243257,0.9957,3.38,0.4382549309311553,2.322387720290225,5
7.8,0.645,0.0,1.8718021769015913,0.08250122151174369,1.791759469228055,2.9444389791664403,0.9986,3.4,0.4382549309311553,2.3608540011180215,6
7.8,0.6,0.14,1.2237754316221157,0.08250122151174369,1.3862943611198906,2.772588722239781,0.9975,3.42,0.4700036292457356,2.468099531471619,6
8.1,0.38,0.28,1.1314021114911006,0.0639133257436528,2.6390573296152584,3.4339872044851463,0.9968,3.23,0.5481214085096876,2.3702437414678603,7
5.7,1.13,0.09,0.9162907318741551,0.15871169115482087,2.0794415416798357,2.995732273553991,0.994,3.5,0.3920420877760237,2.379546134130174,4
7.3,0.45,0.36,1.9315214116032138,0.07138999608667293,2.5649493574615367,4.477336814478207,0.9978,3.33,0.6043159668533294,2.4423470353692043,5
8.8,0.61,0.3,1.33500106673234,0.08434114843375087,2.8903717578961645,3.8501476017100584,0.9976,3.26,0.412109650826833,2.33214389523559,4
7.5,0.49,0.2,1.2809338454620642,0.2866815721181974,2.1972245773362196,2.70805020110221,0.9968,3.21,0.6418538861723948,2.4423470353692043,6
8.1,0.66,0.22,1.1631508098056809,0.06672363204290818,2.302585092994046,3.1780538303479458,0.9968,3.3,0.7884573603642702,2.424802725718295,5
6.8,0.67,0.02,1.0296194171811581,0.048790164169432,1.791759469228055,2.4849066497880004,0.9962,3.48,0.41871033485818504,2.3513752571634776,5
4.6,0.52,0.15,1.1314021114911006,0.05259245011917058,2.1972245773362196,4.189654742026425,0.9934,3.9,0.44468582126144574,2.6461747973841225,4
7.7,0.935,0.43,1.1631508098056809,0.10795714150509228,3.1354942159291497,4.74493212836325,0.997,3.25,0.5481214085096876,2.322387720290225,5
8.7,0.29,0.52,0.9555114450274363,0.10705907229340779,2.5649493574615367,3.6375861597263857,0.9969,3.25,0.4574248470388754,2.3513752571634776,5
6.4,0.4,0.23,0.9555114450274363,0.0639133257436528,1.791759469228055,2.5649493574615367,0.9958,3.34,0.44468582126144574,2.322387720290225,5
5.6,0.31,0.37,0.8754687373538999,0.07138999608667293,2.5649493574615367,4.574710978503383,0.9954,3.32,0.4574248470388754,2.322387720290225,5
8.8,0.66,0.26,0.9932517730102833,0.07138999608667293,1.6094379124341003,3.1780538303479458,0.9971,3.15,0.5538851132264376,2.322387720290225,5
6.6,0.52,0.04,1.1631508098056809,0.06672363204290818,2.1972245773362196,2.772588722239781,0.9956,3.4,0.48858001481867097,2.341805806147327,6
6.6,0.5,0.04,1.1314021114911006,0.0657877405380031,1.9459101490553132,2.70805020110221,0.9955,3.39,0.49469624183610705,2.341805806147327,6
8.6,0.38,0.36,1.3862943611198906,0.07788653865707124,3.4339872044851463,4.787491742782046,0.997,3.2,0.44468582126144574,2.341805806147327,5
7.6,0.51,0.15,1.33500106673234,0.10436001532424277,3.5263605246161616,4.30406509320417,0.9955,3.17,0.48858001481867097,2.4159137783010487,6
7.7,0.62,0.04,1.5686159179138452,0.08065790301745447,3.258096538021482,3.828641396489095,0.9978,3.34,0.4252677354043441,2.3513752571634776,5
10.2,0.42,0.57,1.4816045409242156,0.06765864847381481,1.6094379124341003,2.3978952727983707,0.9971,3.04,0.48858001481867097,2.3608540011180215,5
7.5,0.63,0.12,1.8082887711792655,0.10526051065749295,3.9318256327243257,4.709530201312334,0.9983,3.26,0.5709795465857378,2.341805806147327,5
7.8,0.59,0.18,1.1939224684724346,0.07325046173959267,2.8903717578961645,4.007333185232471,0.9975,3.43,0.4637340162321401,2.3978952727983707,5
7.3,0.39,0.31,1.2237754316221157,0.07138999608667293,2.302585092994046,3.8501476017100584,0.9962,3.41,0.43178241642553783,2.341805806147327,6
8.8,0.4,0.4,1.1631508098056809,0.07603468627599762,2.995732273553991,3.970291913552122,0.998,3.44,0.49469624183610705,2.322387720290225,5
7.7,0.69,0.49,1.0296194171811581,0.10885440491208209,3.044522437723423,4.727387818712341,0.9968,3.21,0.5364933705145685,2.33214389523559,5
7.5,0.52,0.16,1.0647107369924282,0.08157998699242289,2.5649493574615367,3.58351893845611,0.9968,3.38,0.4824261492442927,2.3513752571634776,7
7.0,0.735,0.05,1.0986122886681098,0.07788653865707124,2.6390573296152584,4.007333185232471,0.9966,3.39,0.4510756193602166,2.379546134130174,5
7.2,0.725,0.05,1.7316555451583497,0.08250122151174369,1.6094379124341003,2.4849066497880004,0.9962,3.41,0.3293037471426004,2.4765384001174837,5
7.5,0.52,0.11,0.9162907318741551,0.07603468627599762,2.4849066497880004,3.6888794541139363,0.9968,3.42,0.4574248470388754,2.3608540011180215,5
6.6,0.705,0.07,0.9555114450274363,0.07325046173959267,1.9459101490553132,2.772588722239781,0.9962,3.44,0.4574248470388754,2.4595888418037104,5
9.3,0.32,0.57,1.0986122886681098,0.07138999608667293,3.332204510175204,4.189654742026425,0.9969,3.28,0.5822156198526637,2.4595888418037104,5
8.0,0.705,0.05,1.0647107369924282,0.07138999608667293,2.1972245773362196,2.995732273553991,0.9962,3.34,0.6678293725756554,2.4423470353692043,6
7.7,0.63,0.08,1.0647107369924282,0.07325046173959267,2.772588722239781,3.332204510175204,0.9967,3.32,0.43178241642553783,2.3513752571634776,6
7.7,0.67,0.23,1.1314021114911006,0.08434114843375087,2.8903717578961645,4.574710978503383,0.9962,3.32,0.3920420877760237,2.3513752571634776,5
7.7,0.69,0.22,1.0647107369924282,0.08065790301745447,2.9444389791664403,4.553876891600541,0.9961,3.31,0.3920420877760237,2.3513752571634776,5
8.3,0.675,0.26,1.1314021114911006,0.08065790301745447,2.4849066497880004,3.784189633918261,0.9976,3.31,0.4252677354043441,2.322387720290225,4
9.7,0.32,0.54,1.252762968495368,0.08984070399978947,3.367295829986474,4.430816798843313,0.9984,3.28,0.598836501088704,2.3608540011180215,5
8.8,0.41,0.64,1.1631508098056809,0.08892620919440151,2.302585092994046,3.7612001156935624,0.9986,3.54,0.5068176023684519,2.4423470353692043,5
6.8,0.785,0.0,1.2237754316221157,0.09893994785490356,2.70805020110221,3.4339872044851463,0.9966,3.52,0.4382549309311553,2.4595888418037104,6
6.7,0.75,0.12,1.0986122886681098,0.08250122151174369,2.5649493574615367,4.394449154672439,0.9958,3.38,0.41871033485818504,2.4069451083182885,5
8.3,0.625,0.2,0.9162907318741551,0.07696104113612832,3.332204510175204,4.787491742782046,0.9972,3.16,0.7514160886839212,2.312535423847214,4
6.2,0.45,0.2,0.9555114450274363,0.06672363204290818,1.3862943611198906,2.772588722239781,0.9958,3.41,0.44468582126144574,2.322387720290225,5
7.8,0.43,0.7,1.0647107369924282,0.38117241553911985,3.1354942159291497,4.219507705176107,0.9974,3.13,0.8241754429663494,2.341805806147327,5
7.4,0.5,0.47,1.0986122886681098,0.08250122151174369,3.091042453358316,4.30406509320417,0.997,3.36,0.4510756193602166,2.312535423847214,5
7.3,0.67,0.26,1.0296194171811581,0.33718626735486995,2.833213344056216,3.9512437185814275,0.9969,3.16,0.76080582903376,2.341805806147327,5
6.3,0.3,0.48,1.0296194171811581,0.06672363204290818,2.9444389791664403,4.127134385045092,0.9959,3.44,0.5766133643039938,2.424802725718295,6
6.9,0.55,0.15,1.1631508098056809,0.07325046173959267,2.995732273553991,3.713572066704308,0.9961,3.41,0.4637340162321401,2.4069451083182885,5
8.6,0.49,0.28,1.0647107369924282,0.10436001532424277,3.044522437723423,4.919980925828125,0.9972,2.93,1.0818051703517284,2.388762789235098,6
7.7,0.49,0.26,1.0647107369924282,0.06015392281974709,2.302585092994046,3.4657359027997265,0.9966,3.39,0.49469624183610705,2.3608540011180215,5
9.3,0.39,0.44,1.1314021114911006,0.10165365372649983,3.5553480614894135,4.836281906951478,0.9978,3.14,0.7975071958841881,2.3513752571634776,5
7.0,0.62,0.08,1.0296194171811581,0.07325046173959267,2.1972245773362196,3.2188758248682006,0.9978,3.48,0.4252677354043441,2.302585092994046,5
7.9,0.52,0.26,1.0647107369924282,0.07603468627599762,3.7612001156935624,4.948759890378168,0.9964,3.23,0.43178241642553783,2.3513752571634776,5
8.6,0.49,0.29,1.0986122886681098,0.10436001532424277,2.995732273553991,4.897839799950911,0.9972,2.93,1.091923300517313,2.379546134130174,5
5.0,1.02,0.04,0.8754687373538999,0.04401688541677433,3.7376696182833684,4.454347296253507,0.9938,3.75,0.3920420877760237,2.4423470353692043,4
4.7,0.6,0.17,1.1939224684724346,0.05638033343610764,2.8903717578961645,4.672828834461906,0.9932,3.85,0.4700036292457356,2.631888840136646,6
6.8,0.775,0.0,1.3862943611198906,0.09712671073072274,2.1972245773362196,3.1780538303479458,0.9965,3.45,0.44468582126144574,2.4595888418037104,5
7.0,0.5,0.25,1.0986122886681098,0.06765864847381481,1.3862943611198906,3.1354942159291497,0.9963,3.25,0.48858001481867097,2.322387720290225,5
7.6,0.9,0.06,1.252762968495368,0.07603468627599762,1.791759469228055,2.3978952727983707,0.9967,3.39,0.44468582126144574,2.379546134130174,5
8.1,0.545,0.18,1.0647107369924282,0.07696104113612832,2.6390573296152584,3.58351893845611,0.9972,3.3,0.4637340162321401,2.302585092994046,6
8.3,0.61,0.3,1.1314021114911006,0.08065790301745447,2.4849066497880004,3.9318256327243257,0.9972,3.4,0.4762341789963716,2.4159137783010487,6
7.8,0.5,0.3,1.0647107369924282,0.07232066157962612,2.1972245773362196,3.1354942159291497,0.9959,3.31,0.44468582126144574,2.4336133554004498,6
8.1,0.575,0.22,1.1314021114911006,0.07417939817425151,2.5649493574615367,4.189654742026425,0.9967,3.29,0.412109650826833,2.322387720290225,5
7.2,0.49,0.24,1.1631508098056809,0.06765864847381481,1.791759469228055,3.6109179126442243,0.996,3.33,0.3920420877760237,2.341805806147327,5
7.8,0.41,0.68,0.9932517730102833,0.3832194991608447,2.9444389791664403,4.248495242049359,0.9973,3.08,0.8372475245337022,2.33214389523559,5
6.2,0.63,0.31,0.9932517730102833,0.08434114843375087,2.772588722239781,4.174387269895637,0.9969,3.46,0.5822156198526637,2.33214389523559,5
8.0,0.33,0.53,1.252762968495368,0.08709470685093376,2.9444389791664403,4.394449154672439,0.9976,3.37,0.5877866649021191,2.3608540011180215,6
8.1,0.785,0.52,1.0986122886681098,0.11511280710050457,3.6375861597263857,5.0369526024136295,0.9969,3.21,0.5247285289349821,2.33214389523559,5
7.8,0.56,0.19,1.0296194171811581,0.09893994785490356,2.5649493574615367,3.871201010907891,0.9964,3.19,0.6575200029167941,2.3513752571634776,5
8.4,0.62,0.09,1.1631508098056809,0.08065790301745447,2.4849066497880004,4.6913478822291435,0.9964,3.15,0.5068176023684519,2.379546134130174,5
8.4,0.6,0.1,1.1631508098056809,0.08157998699242289,2.70805020110221,4.718498871295094,0.9964,3.15,0.5068176023684519,2.379546134130174,5
10.1,0.31,0.44,1.1939224684724346,0.07696104113612832,3.1354942159291497,3.8501476017100584,0.9988,3.32,0.5128236264286639,2.3702437414678603,6
9.4,0.4,0.31,1.1631508098056809,0.08617769624105233,2.6390573296152584,4.143134726391533,0.9966,3.07,0.48858001481867097,2.4423470353692043,6
8.3,0.54,0.28,1.0647107369924282,0.07417939817425151,2.4849066497880004,3.713572066704308,0.9978,3.39,0.4762341789963716,2.3978952727983707,6
7.8,0.56,0.12,1.0986122886681098,0.07881118042428978,2.0794415416798357,3.367295829986474,0.997,3.37,0.4054651081081644,2.341805806147327,6
8.8,0.55,0.04,1.1631508098056809,0.11243542932978817,2.70805020110221,4.04305126783455,0.9962,3.21,0.4700036292457356,2.4765384001174837,6
7.0,0.69,0.08,1.0296194171811581,0.0925791812930932,3.1354942159291497,4.499809670330265,0.9959,3.34,0.43178241642553783,2.322387720290225,6
7.3,1.07,0.09,0.9932517730102833,0.16381808522939498,2.3978952727983707,4.499809670330265,0.9962,3.3,0.4510756193602166,2.302585092994046,5
7.3,0.695,0.0,1.252762968495368,0.07232066157962612,1.3862943611198906,2.6390573296152584,0.998,3.49,0.41871033485818504,2.322387720290225,5
8.0,0.71,0.0,1.2809338454620642,0.07696104113612832,2.4849066497880004,3.5553480614894135,0.9976,3.44,0.4252677354043441,2.3513752571634776,5
7.8,0.5,0.17,0.9555114450274363,0.07881118042428978,3.091042453358316,4.634728988229636,0.996,3.39,0.3920420877760237,2.3513752571634776,5
9.0,0.62,0.04,1.0647107369924282,0.13627761829254784,3.332204510175204,4.51085950651685,0.9984,3.16,0.5306282510621704,2.341805806147327,5
8.2,1.33,0.0,0.9932517730102833,0.07788653865707124,1.3862943611198906,2.5649493574615367,0.9964,3.53,0.3987761199573678,2.4765384001174837,5
8.1,1.33,0.0,1.0296194171811581,0.07881118042428978,1.3862943611198906,2.5649493574615367,0.9964,3.54,0.3920420877760237,2.4765384001174837,5
8.0,0.59,0.16,1.0296194171811581,0.06297479916138844,1.3862943611198906,2.833213344056216,0.9962,3.42,0.6523251860396903,2.4423470353692043,7
6.1,0.38,0.15,1.0296194171811581,0.06952606264861023,1.9459101490553132,2.995732273553991,0.9955,3.42,0.4510756193602166,2.341805806147327,5
8.0,0.745,0.56,1.0986122886681098,0.11154137473290741,3.4339872044851463,4.90527477843843,0.9968,3.24,0.5068176023684519,2.341805806147327,5
5.6,0.5,0.09,1.1939224684724346,0.04783732941416013,2.8903717578961645,4.605170185988092,0.9937,3.63,0.48858001481867097,2.6390573296152584,5
6.6,0.5,0.01,0.9162907318741551,0.05826890812397577,2.8903717578961645,3.295836866004329,0.9952,3.4,0.4574248470388754,2.379546134130174,6
7.9,1.04,0.05,1.1631508098056809,0.08065790301745447,2.6390573296152584,3.4011973816621555,0.9959,3.22,0.4382549309311553,2.388762789235098,6
8.4,0.745,0.11,1.0647107369924282,0.08617769624105233,2.833213344056216,4.1588830833596715,0.9965,3.19,0.598836501088704,2.3608540011180215,5
8.3,0.715,0.15,1.0296194171811581,0.08525984395082342,2.3978952727983707,3.970291913552122,0.9968,3.23,0.5709795465857378,2.3513752571634776,5
7.2,0.415,0.36,1.0986122886681098,0.07788653865707124,2.6390573296152584,3.828641396489095,0.9972,3.48,0.49469624183610705,2.322387720290225,5
7.8,0.56,0.19,1.1314021114911006,0.07788653865707124,2.772588722239781,4.663439094112067,0.9962,3.33,0.43178241642553783,2.3513752571634776,5
7.8,0.56,0.19,1.0986122886681098,0.07788653865707124,2.8903717578961645,4.6913478822291435,0.9962,3.32,0.43178241642553783,2.3513752571634776,5
5.2,0.34,0.0,1.0296194171811581,0.048790164169432,3.332204510175204,4.1588830833596715,0.9916,3.68,0.5822156198526637,2.70805020110221,6
6.3,0.39,0.08,0.9932517730102833,0.0639133257436528,1.3862943611198906,3.044522437723423,0.9954,3.34,0.4574248470388754,2.341805806147327,5
8.1,0.67,0.55,1.0296194171811581,0.11064652008706366,3.4965075614664802,4.955827057601261,0.9968,3.17,0.4824261492442927,2.341805806147327,5
5.8,0.68,0.02,1.0296194171811581,0.08342160813907239,3.091042453358316,4.553876891600541,0.9944,3.54,0.41871033485818504,2.3978952727983707,5
7.6,0.49,0.26,0.9555114450274363,0.211880359035499,2.3978952727983707,4.48863636973214,0.9968,3.11,0.5877866649021191,2.33214389523559,5
6.9,0.49,0.1,1.1939224684724346,0.07138999608667293,2.5649493574615367,3.4339872044851463,0.9959,3.42,0.4574248470388754,2.4159137783010487,6
8.2,0.4,0.44,1.33500106673234,0.08525984395082342,2.4849066497880004,3.784189633918261,0.9975,3.53,0.4762341789963716,2.4423470353692043,6
7.3,0.33,0.47,1.1314021114911006,0.07417939817425151,1.791759469228055,2.4849066497880004,0.9958,3.33,0.4252677354043441,2.424802725718295,6
9.2,0.52,1.0,1.4816045409242156,0.4762341789963716,3.4965075614664802,4.248495242049359,0.9996,2.74,1.0986122886681098,2.341805806147327,4
7.5,0.6,0.03,1.0296194171811581,0.09075436326846414,3.258096538021482,4.605170185988092,0.995,3.35,0.43178241642553783,2.4069451083182885,5
7.1,0.43,0.42,1.8718021769015913,0.06765864847381481,3.4011973816621555,4.867534450455582,0.9973,3.42,0.5423242908253617,2.4423470353692043,5
7.1,0.43,0.42,1.8718021769015913,0.06859279146561172,3.367295829986474,4.859812404361672,0.9973,3.42,0.5364933705145685,2.4423470353692043,5
7.1,0.68,0.0,1.1631508098056809,0.07045846364856141,2.5649493574615367,3.1354942159291497,0.9969,3.48,0.4054651081081644,2.33214389523559,5
6.8,0.6,0.18,1.0647107369924282,0.07603468627599762,2.9444389791664403,4.465908118654584,0.9968,3.59,0.4510756193602166,2.33214389523559,6
7.6,0.95,0.03,1.0986122886681098,0.08617769624105233,2.0794415416798357,3.044522437723423,0.9959,3.2,0.44468582126144574,2.3608540011180215,5
7.6,0.68,0.02,0.832909122935104,0.06952606264861023,2.302585092994046,3.044522437723423,0.9965,3.17,0.7323678937132266,2.322387720290225,4
7.8,0.53,0.04,0.9932517730102833,0.07325046173959267,2.8903717578961645,3.4657359027997265,0.9964,3.33,0.44468582126144574,2.3978952727983707,6
7.4,0.6,0.26,2.1162555148025524,0.06765864847381481,3.6109179126442243,4.804021044733257,0.9982,3.37,0.3987761199573678,2.341805806147327,5
7.3,0.59,0.26,2.1041341542702074,0.06765864847381481,3.58351893845611,4.804021044733257,0.9981,3.37,0.3987761199573678,2.341805806147327,5
7.8,0.63,0.48,0.9932517730102833,0.09531017980432487,2.70805020110221,4.574710978503383,0.9961,3.19,0.4824261492442927,2.3513752571634776,5
6.8,0.64,0.1,1.1314021114911006,0.08157998699242289,2.9444389791664403,4.624972813284271,0.9956,3.34,0.41871033485818504,2.4159137783010487,5
7.3,0.55,0.03,0.9555114450274363,0.06952606264861023,2.8903717578961645,3.7612001156935624,0.9956,3.37,0.3920420877760237,2.302585092994046,4
6.8,0.63,0.07,1.1314021114911006,0.08525984395082342,2.4849066497880004,3.8066624897703196,0.9953,3.47,0.4382549309311553,2.4336133554004498,6
7.5,0.705,0.24,1.0296194171811581,0.3074846997479606,2.772588722239781,4.1588830833596715,0.9964,3.0,0.9516578757114464,2.3513752571634776,5
7.9,0.885,0.03,1.0296194171811581,0.05638033343610764,1.6094379124341003,2.1972245773362196,0.9972,3.36,0.2851789422336624,2.312535423847214,4
8.0,0.42,0.17,1.0986122886681098,0.07045846364856141,1.9459101490553132,2.9444389791664403,0.9972,3.29,0.4762341789963716,2.322387720290225,6
7.4,0.62,0.05,1.0647107369924282,0.0657877405380031,3.2188758248682006,3.7612001156935624,0.9961,3.42,0.4510756193602166,2.5257286443082556,6
7.3,0.38,0.21,1.0986122886681098,0.07696104113612832,2.0794415416798357,3.58351893845611,0.9961,3.33,0.3852624007906449,2.3513752571634776,5
6.9,0.5,0.04,0.9162907318741551,0.08157998699242289,2.995732273553991,3.912023005428146,0.9958,3.35,0.5766133643039938,2.3513752571634776,5
7.5,0.52,0.42,1.1939224684724346,0.08342160813907239,2.1972245773362196,3.6635616461296463,0.9972,3.58,0.4762341789963716,2.4423470353692043,6
7.0,0.805,0.0,1.252762968495368,0.0657877405380031,2.0794415416798357,3.044522437723423,0.9969,3.48,0.44468582126144574,2.3608540011180215,5
8.8,0.61,0.14,1.2237754316221157,0.06485097231961633,2.3978952727983707,3.7612001156935624,0.9969,3.19,0.4637340162321401,2.3513752571634776,5
8.9,0.61,0.49,1.0986122886681098,0.23901690047049992,3.1780538303479458,4.709530201312334,0.9972,3.12,0.7030975114131134,2.33214389523559,5
7.2,0.73,0.02,1.252762968495368,0.07325046173959267,2.833213344056216,3.7612001156935624,0.9972,3.44,0.41871033485818504,2.33214389523559,5
6.8,0.61,0.2,1.0296194171811581,0.07417939817425151,2.4849066497880004,4.189654742026425,0.9971,3.54,0.4574248470388754,2.33214389523559,5
6.7,0.62,0.21,1.0647107369924282,0.07603468627599762,2.1972245773362196,4.143134726391533,0.997,3.52,0.4574248470388754,2.33214389523559,6
8.9,0.31,0.57,1.0986122886681098,0.10526051065749295,3.295836866004329,4.454347296253507,0.9971,3.26,0.4252677354043441,2.3702437414678603,5
7.4,0.39,0.48,1.0986122886681098,0.07881118042428978,2.70805020110221,4.219507705176107,0.9972,3.34,0.4382549309311553,2.322387720290225,5
7.7,0.705,0.1,1.2809338454620642,0.08065790301745447,2.302585092994046,3.295836866004329,0.9976,3.39,0.3987761199573678,2.3702437414678603,5
7.9,0.5,0.33,1.0986122886681098,0.08065790301745447,2.772588722239781,4.969813299576001,0.9968,3.2,0.4382549309311553,2.3513752571634776,5
7.9,0.49,0.32,1.0647107369924282,0.07881118042428978,2.8903717578961645,4.976733742420574,0.9968,3.2,0.4382549309311553,2.3513752571634776,5
8.2,0.5,0.35,1.3609765531356006,0.07417939817425151,3.091042453358316,4.852030263919617,0.9976,3.23,0.4824261492442927,2.341805806147327,5
6.4,0.37,0.25,1.0647107369924282,0.07138999608667293,3.091042453358316,3.912023005428146,0.9974,3.57,0.4824261492442927,2.379546134130174,6
6.8,0.63,0.12,1.5686159179138452,0.09440067542148432,2.833213344056216,4.844187086458591,0.9969,3.28,0.4762341789963716,2.3513752571634776,5
7.6,0.55,0.21,1.1631508098056809,0.06859279146561172,2.0794415416798357,3.367295829986474,0.9964,3.28,0.4382549309311553,2.3702437414678603,5
7.8,0.59,0.33,1.0986122886681098,0.07138999608667293,3.2188758248682006,4.795790545596741,0.9968,3.25,0.43178241642553783,2.341805806147327,5
7.3,0.58,0.3,1.2237754316221157,0.07138999608667293,2.772588722239781,4.02535169073515,0.9968,3.46,0.4637340162321401,2.4159137783010487,5
11.5,0.3,0.6,1.0986122886681098,0.06485097231961633,2.5649493574615367,3.332204510175204,0.9981,3.11,0.6780335427498971,2.4069451083182885,6
5.4,0.835,0.08,0.7884573603642702,0.044973365642731154,2.6390573296152584,4.543294782270004,0.9924,3.57,0.6151856390902334,2.6390573296152584,7
6.9,1.09,0.06,1.1314021114911006,0.05921185963184609,2.5649493574615367,3.4657359027997265,0.9948,3.51,0.35767444427181594,2.517696472610991,4
9.6,0.32,0.47,0.8754687373538999,0.05448818528406973,2.302585092994046,3.2188758248682006,0.99695,3.22,0.598836501088704,2.424802725718295,7
8.8,0.37,0.48,1.1314021114911006,0.0925791812930932,3.6888794541139363,4.983606621708336,0.9975,3.04,0.708035793053696,2.33214389523559,5
6.8,0.5,0.11,0.9162907318741551,0.07232066157962612,2.833213344056216,3.912023005428146,0.99545,3.36,0.5822156198526637,2.3513752571634776,5
7.0,0.42,0.35,0.9555114450274363,0.08434114843375087,2.833213344056216,3.6888794541139363,0.9961,3.34,0.4382549309311553,2.322387720290225,5
7.0,0.43,0.36,0.9555114450274363,0.08525984395082342,2.70805020110221,3.6375861597263857,0.99615,3.34,0.44468582126144574,2.322387720290225,6
12.8,0.3,0.74,1.2809338454620642,0.09075436326846414,2.302585092994046,3.367295829986474,0.9994,3.2,0.5709795465857378,2.468099531471619,7
7.8,0.57,0.31,1.0296194171811581,0.06672363204290818,3.295836866004329,4.795790545596741,0.99625,3.29,0.4252677354043441,2.33214389523559,5
